date,pm10,pm2_5,carbon_monoxide,dust
2023-01-01 00:00:00+07:00,42.4,29.5,1935.0,0.0
2023-01-01 01:00:00+07:00,42.6,29.6,2030.0,0.0
2023-01-01 02:00:00+07:00,44.4,30.9,2072.0,0.0
2023-01-01 03:00:00+07:00,46.0,32.0,2092.0,0.0
2023-01-01 04:00:00+07:00,46.6,32.5,2149.0,0.0
2023-01-01 05:00:00+07:00,47.0,32.7,2308.0,0.0
2023-01-01 06:00:00+07:00,48.3,33.6,2512.0,0.0
2023-01-01 07:00:00+07:00,53.8,37.5,2398.0,0.0
2023-01-01 08:00:00+07:00,63.6,44.4,2030.0,0.0
2023-01-01 09:00:00+07:00,55.2,38.4,1507.0,0.0
2023-01-01 10:00:00+07:00,33.3,23.1,934.0,0.0
2023-01-01 11:00:00+07:00,27.1,18.7,747.0,0.0
2023-01-01 12:00:00+07:00,27.4,18.9,672.0,0.0
2023-01-01 13:00:00+07:00,27.3,18.8,616.0,0.0
2023-01-01 14:00:00+07:00,26.1,18.0,535.0,0.0
2023-01-01 15:00:00+07:00,24.5,16.9,465.0,0.0
2023-01-01 16:00:00+07:00,22.9,15.8,518.0,0.0
2023-01-01 17:00:00+07:00,22.8,15.7,743.0,0.0
2023-01-01 18:00:00+07:00,31.8,22.0,1079.0,0.0
2023-01-01 19:00:00+07:00,35.5,24.6,1518.0,0.0
2023-01-01 20:00:00+07:00,43.2,30.0,1789.0,0.0
2023-01-01 21:00:00+07:00,47.8,33.3,2174.0,0.0
2023-01-01 22:00:00+07:00,52.2,36.3,2586.0,0.0
2023-01-01 23:00:00+07:00,57.2,39.8,2717.0,0.0
2023-01-02 00:00:00+07:00,58.4,40.7,2763.0,0.0
2023-01-02 01:00:00+07:00,55.3,38.5,2737.0,0.0
2023-01-02 02:00:00+07:00,51.3,35.7,2631.0,0.0
2023-01-02 03:00:00+07:00,47.1,32.8,2461.0,0.0
2023-01-02 04:00:00+07:00,44.7,31.1,2303.0,0.0
2023-01-02 05:00:00+07:00,44.6,31.1,2340.0,0.0
2023-01-02 06:00:00+07:00,46.2,32.2,2445.0,0.0
2023-01-02 07:00:00+07:00,48.7,33.9,2376.0,0.0
2023-01-02 08:00:00+07:00,56.7,39.5,2145.0,0.0
2023-01-02 09:00:00+07:00,55.4,38.6,1813.0,0.0
2023-01-02 10:00:00+07:00,41.7,28.9,1391.0,0.0
2023-01-02 11:00:00+07:00,28.2,19.4,1137.0,0.0
2023-01-02 12:00:00+07:00,26.1,18.0,904.0,0.0
2023-01-02 13:00:00+07:00,24.8,17.1,670.0,0.0
2023-01-02 14:00:00+07:00,22.7,15.7,543.0,0.0
2023-01-02 15:00:00+07:00,21.0,14.4,461.0,0.0
2023-01-02 16:00:00+07:00,19.4,13.4,531.0,0.0
2023-01-02 17:00:00+07:00,19.3,13.3,794.0,0.0
2023-01-02 18:00:00+07:00,31.5,21.8,1191.0,0.0
2023-01-02 19:00:00+07:00,37.3,26.0,1705.0,0.0
2023-01-02 20:00:00+07:00,46.7,32.6,1978.0,0.0
2023-01-02 21:00:00+07:00,49.8,34.7,2364.0,0.0
2023-01-02 22:00:00+07:00,49.7,34.7,2697.0,0.0
2023-01-02 23:00:00+07:00,47.0,32.7,2644.0,0.0
2023-01-03 00:00:00+07:00,42.8,29.8,2438.0,0.0
2023-01-03 01:00:00+07:00,39.2,27.4,2146.0,0.0
2023-01-03 02:00:00+07:00,36.4,25.4,1977.0,0.0
2023-01-03 03:00:00+07:00,34.1,23.7,1809.0,0.0
2023-01-03 04:00:00+07:00,31.9,22.2,1626.0,0.0
2023-01-03 05:00:00+07:00,30.2,21.0,1553.0,0.0
2023-01-03 06:00:00+07:00,28.9,20.1,1516.0,0.0
2023-01-03 07:00:00+07:00,29.9,20.8,1473.0,0.0
2023-01-03 08:00:00+07:00,32.9,22.9,1363.0,0.0
2023-01-03 09:00:00+07:00,29.0,20.2,1204.0,0.0
2023-01-03 10:00:00+07:00,25.8,17.9,991.0,0.0
2023-01-03 11:00:00+07:00,22.6,15.7,844.0,0.0
2023-01-03 12:00:00+07:00,21.4,14.8,699.0,0.0
2023-01-03 13:00:00+07:00,22.0,15.3,551.0,0.0
2023-01-03 14:00:00+07:00,22.5,15.5,466.0,0.0
2023-01-03 15:00:00+07:00,21.0,14.5,407.0,0.0
2023-01-03 16:00:00+07:00,19.8,13.7,475.0,0.0
2023-01-03 17:00:00+07:00,20.7,14.3,699.0,0.0
2023-01-03 18:00:00+07:00,28.8,20.0,1032.0,0.0
2023-01-03 19:00:00+07:00,34.9,24.3,1528.0,0.0
2023-01-03 20:00:00+07:00,44.0,30.7,1724.0,0.0
2023-01-03 21:00:00+07:00,45.6,31.8,2003.0,0.0
2023-01-03 22:00:00+07:00,45.9,31.9,2288.0,0.0
2023-01-03 23:00:00+07:00,47.1,32.9,2353.0,0.0
2023-01-04 00:00:00+07:00,49.1,34.3,2345.0,0.0
2023-01-04 01:00:00+07:00,50.3,35.0,2284.0,0.0
2023-01-04 02:00:00+07:00,51.6,36.0,2213.0,0.0
2023-01-04 03:00:00+07:00,51.9,36.2,2111.0,0.0
2023-01-04 04:00:00+07:00,49.1,34.3,1960.0,0.0
2023-01-04 05:00:00+07:00,44.8,31.3,1856.0,0.0
2023-01-04 06:00:00+07:00,40.6,28.3,1748.0,0.0
2023-01-04 07:00:00+07:00,38.0,26.4,1528.0,0.0
2023-01-04 08:00:00+07:00,39.8,27.7,1344.0,0.0
2023-01-04 09:00:00+07:00,34.2,23.8,1081.0,0.0
2023-01-04 10:00:00+07:00,25.4,17.6,781.0,0.0
2023-01-04 11:00:00+07:00,22.9,15.8,659.0,0.0
2023-01-04 12:00:00+07:00,22.8,15.8,582.0,0.0
2023-01-04 13:00:00+07:00,23.5,16.2,517.0,0.0
2023-01-04 14:00:00+07:00,22.6,15.7,455.0,0.0
2023-01-04 15:00:00+07:00,22.0,15.2,405.0,0.0
2023-01-04 16:00:00+07:00,21.5,14.9,491.0,0.0
2023-01-04 17:00:00+07:00,22.0,15.3,745.0,0.0
2023-01-04 18:00:00+07:00,30.0,20.8,1114.0,0.0
2023-01-04 19:00:00+07:00,36.7,25.5,1511.0,0.0
2023-01-04 20:00:00+07:00,45.5,31.7,1839.0,0.0
2023-01-04 21:00:00+07:00,51.5,35.9,2303.0,0.0
2023-01-04 22:00:00+07:00,53.7,37.4,2751.0,0.0
2023-01-04 23:00:00+07:00,53.6,37.4,2795.0,0.0
2023-01-05 00:00:00+07:00,52.7,36.8,2694.0,0.0
2023-01-05 01:00:00+07:00,50.4,35.2,2494.0,0.0
2023-01-05 02:00:00+07:00,46.6,32.5,2324.0,0.0
2023-01-05 03:00:00+07:00,42.8,29.9,2115.0,0.0
2023-01-05 04:00:00+07:00,40.3,28.1,1888.0,0.0
2023-01-05 05:00:00+07:00,37.8,26.4,1824.0,0.0
2023-01-05 06:00:00+07:00,37.0,25.8,1809.0,0.0
2023-01-05 07:00:00+07:00,35.2,24.6,1557.0,0.0
2023-01-05 08:00:00+07:00,39.2,27.4,1424.0,0.0
2023-01-05 09:00:00+07:00,34.5,24.0,1232.0,0.0
2023-01-05 10:00:00+07:00,29.2,20.3,980.0,0.0
2023-01-05 11:00:00+07:00,21.3,14.8,814.0,0.0
2023-01-05 12:00:00+07:00,19.3,13.4,652.0,0.0
2023-01-05 13:00:00+07:00,18.9,13.1,492.0,0.0
2023-01-05 14:00:00+07:00,17.9,12.4,402.0,0.0
2023-01-05 15:00:00+07:00,17.4,12.1,343.0,0.0
2023-01-05 16:00:00+07:00,16.7,11.6,432.0,0.0
2023-01-05 17:00:00+07:00,16.9,11.7,712.0,0.0
2023-01-05 18:00:00+07:00,28.4,19.8,1121.0,0.0
2023-01-05 19:00:00+07:00,41.2,28.8,1734.0,0.0
2023-01-05 20:00:00+07:00,48.8,34.0,2084.0,0.0
2023-01-05 21:00:00+07:00,51.6,36.1,2577.0,0.0
2023-01-05 22:00:00+07:00,51.2,35.9,2972.0,0.0
2023-01-05 23:00:00+07:00,46.2,32.2,2832.0,0.0
2023-01-06 00:00:00+07:00,39.7,27.7,2470.0,0.0
2023-01-06 01:00:00+07:00,35.5,24.8,1997.0,0.0
2023-01-06 02:00:00+07:00,32.1,22.4,1760.0,0.0
2023-01-06 03:00:00+07:00,29.5,20.5,1549.0,0.0
2023-01-06 04:00:00+07:00,28.0,19.5,1348.0,0.0
2023-01-06 05:00:00+07:00,27.5,19.2,1298.0,0.0
2023-01-06 06:00:00+07:00,27.9,19.5,1309.0,0.0
2023-01-06 07:00:00+07:00,28.6,20.0,1326.0,0.0
2023-01-06 08:00:00+07:00,33.8,23.6,1234.0,0.0
2023-01-06 09:00:00+07:00,29.7,20.7,1102.0,0.0
2023-01-06 10:00:00+07:00,26.7,18.6,908.0,0.0
2023-01-06 11:00:00+07:00,20.1,14.0,747.0,0.0
2023-01-06 12:00:00+07:00,18.0,12.5,572.0,0.0
2023-01-06 13:00:00+07:00,17.4,12.1,391.0,0.0
2023-01-06 14:00:00+07:00,16.5,11.5,316.0,0.0
2023-01-06 15:00:00+07:00,15.4,10.7,280.0,0.0
2023-01-06 16:00:00+07:00,14.6,10.1,305.0,0.0
2023-01-06 17:00:00+07:00,14.5,10.1,415.0,0.0
2023-01-06 18:00:00+07:00,17.8,12.4,581.0,0.0
2023-01-06 19:00:00+07:00,17.0,11.9,887.0,0.0
2023-01-06 20:00:00+07:00,16.7,11.7,866.0,0.0
2023-01-06 21:00:00+07:00,16.1,11.2,835.0,0.0
2023-01-06 22:00:00+07:00,16.2,11.4,787.0,0.0
2023-01-06 23:00:00+07:00,16.7,11.7,746.0,0.0
2023-01-07 00:00:00+07:00,17.2,12.0,701.0,0.0
2023-01-07 01:00:00+07:00,17.5,12.2,644.0,0.0
2023-01-07 02:00:00+07:00,17.6,12.3,601.0,0.0
2023-01-07 03:00:00+07:00,17.6,12.3,558.0,0.0
2023-01-07 04:00:00+07:00,17.4,12.2,529.0,0.0
2023-01-07 05:00:00+07:00,17.4,12.2,549.0,0.0
2023-01-07 06:00:00+07:00,17.6,12.3,593.0,0.0
2023-01-07 07:00:00+07:00,18.0,12.6,575.0,0.0
2023-01-07 08:00:00+07:00,20.9,14.6,566.0,0.0
2023-01-07 09:00:00+07:00,19.7,13.7,552.0,0.0
2023-01-07 10:00:00+07:00,20.0,14.0,525.0,0.0
2023-01-07 11:00:00+07:00,20.7,14.5,492.0,0.0
2023-01-07 12:00:00+07:00,20.2,14.1,452.0,0.0
2023-01-07 13:00:00+07:00,19.8,13.9,410.0,0.0
2023-01-07 14:00:00+07:00,19.5,13.6,365.0,0.0
2023-01-07 15:00:00+07:00,19.2,13.4,320.0,0.0
2023-01-07 16:00:00+07:00,19.0,13.3,390.0,0.0
2023-01-07 17:00:00+07:00,19.7,13.8,620.0,0.0
2023-01-07 18:00:00+07:00,27.5,19.3,953.0,0.0
2023-01-07 19:00:00+07:00,27.4,19.2,1323.0,0.0
2023-01-07 20:00:00+07:00,35.0,24.5,1654.0,0.0
2023-01-07 21:00:00+07:00,40.3,28.2,2122.0,0.0
2023-01-07 22:00:00+07:00,42.0,29.5,2546.0,0.0
2023-01-07 23:00:00+07:00,41.2,28.8,2520.0,0.0
2023-01-08 00:00:00+07:00,39.1,27.4,2322.0,0.0
2023-01-08 01:00:00+07:00,36.9,25.8,2042.0,0.0
2023-01-08 02:00:00+07:00,35.4,24.8,1897.0,0.0
2023-01-08 03:00:00+07:00,34.2,23.9,1755.0,0.0
2023-01-08 04:00:00+07:00,32.8,23.0,1603.0,0.0
2023-01-08 05:00:00+07:00,31.0,21.7,1546.0,0.0
2023-01-08 06:00:00+07:00,29.8,20.8,1520.0,0.0
2023-01-08 07:00:00+07:00,29.9,21.0,1441.0,0.0
2023-01-08 08:00:00+07:00,35.3,24.7,1322.0,0.0
2023-01-08 09:00:00+07:00,34.5,24.1,1151.0,0.0
2023-01-08 10:00:00+07:00,29.8,20.8,927.0,0.0
2023-01-08 11:00:00+07:00,25.8,18.0,779.0,0.0
2023-01-08 12:00:00+07:00,23.5,16.4,637.0,0.0
2023-01-08 13:00:00+07:00,22.0,15.4,494.0,0.0
2023-01-08 14:00:00+07:00,20.8,14.5,401.0,0.0
2023-01-08 15:00:00+07:00,19.6,13.7,331.0,0.0
2023-01-08 16:00:00+07:00,19.2,13.4,432.0,0.0
2023-01-08 17:00:00+07:00,20.7,14.5,762.0,0.0
2023-01-08 18:00:00+07:00,35.5,24.9,1243.0,0.0
2023-01-08 19:00:00+07:00,43.0,30.0,1784.0,0.0
2023-01-08 20:00:00+07:00,52.0,36.3,2174.0,0.0
2023-01-08 21:00:00+07:00,58.0,40.5,2725.0,0.0
2023-01-08 22:00:00+07:00,60.8,42.5,3243.0,0.0
2023-01-08 23:00:00+07:00,58.9,41.2,3263.0,0.0
2023-01-09 00:00:00+07:00,54.9,38.4,3099.0,0.0
2023-01-09 01:00:00+07:00,50.5,35.4,2819.0,0.0
2023-01-09 02:00:00+07:00,46.7,32.6,2614.0,0.0
2023-01-09 03:00:00+07:00,43.7,30.5,2378.0,0.0
2023-01-09 04:00:00+07:00,41.3,28.9,2113.0,0.0
2023-01-09 05:00:00+07:00,39.6,27.7,2013.0,0.0
2023-01-09 06:00:00+07:00,38.1,26.7,1958.0,0.0
2023-01-09 07:00:00+07:00,35.4,24.7,1624.0,0.0
2023-01-09 08:00:00+07:00,40.3,28.2,1485.0,0.0
2023-01-09 09:00:00+07:00,40.3,28.2,1285.0,0.0
2023-01-09 10:00:00+07:00,36.4,25.5,1021.0,0.0
2023-01-09 11:00:00+07:00,29.4,20.5,844.0,0.0
2023-01-09 12:00:00+07:00,26.1,18.2,671.0,0.0
2023-01-09 13:00:00+07:00,24.4,17.0,505.0,0.0
2023-01-09 14:00:00+07:00,23.3,16.3,425.0,0.0
2023-01-09 15:00:00+07:00,23.0,16.0,383.0,0.0
2023-01-09 16:00:00+07:00,22.9,15.9,499.0,0.0
2023-01-09 17:00:00+07:00,24.0,16.8,787.0,0.0
2023-01-09 18:00:00+07:00,34.8,24.3,1203.0,0.0
2023-01-09 19:00:00+07:00,45.6,31.9,1798.0,0.0
2023-01-09 20:00:00+07:00,53.1,37.1,2191.0,0.0
2023-01-09 21:00:00+07:00,59.4,41.6,2747.0,0.0
2023-01-09 22:00:00+07:00,65.0,45.4,3301.0,0.0
2023-01-09 23:00:00+07:00,68.2,47.7,3387.0,0.0
2023-01-10 00:00:00+07:00,67.3,47.0,3311.0,0.0
2023-01-10 01:00:00+07:00,64.3,44.9,3140.0,0.0
2023-01-10 02:00:00+07:00,61.2,42.8,3000.0,0.0
2023-01-10 03:00:00+07:00,58.7,41.0,2821.0,0.0
2023-01-10 04:00:00+07:00,56.6,39.5,2609.0,0.0
2023-01-10 05:00:00+07:00,54.4,38.1,2524.0,0.0
2023-01-10 06:00:00+07:00,52.5,36.7,2470.0,0.0
2023-01-10 07:00:00+07:00,42.7,29.9,1674.0,0.0
2023-01-10 08:00:00+07:00,45.2,31.5,1596.0,0.0
2023-01-10 09:00:00+07:00,45.5,31.9,1481.0,0.0
2023-01-10 10:00:00+07:00,44.7,31.2,1266.0,0.0
2023-01-10 11:00:00+07:00,31.7,22.1,1018.0,0.0
2023-01-10 12:00:00+07:00,27.1,18.9,719.0,0.0
2023-01-10 13:00:00+07:00,22.7,15.8,414.0,0.0
2023-01-10 14:00:00+07:00,19.7,13.7,309.0,0.0
2023-01-10 15:00:00+07:00,18.4,12.8,274.0,0.0
2023-01-10 16:00:00+07:00,17.5,12.1,362.0,0.0
2023-01-10 17:00:00+07:00,19.6,13.6,559.0,0.0
2023-01-10 18:00:00+07:00,28.8,20.1,851.0,0.0
2023-01-10 19:00:00+07:00,36.3,25.4,1404.0,0.0
2023-01-10 20:00:00+07:00,40.0,28.0,1634.0,0.0
2023-01-10 21:00:00+07:00,43.0,30.0,1963.0,0.0
2023-01-10 22:00:00+07:00,46.4,32.5,2347.0,0.0
2023-01-10 23:00:00+07:00,49.8,34.8,2529.0,0.0
2023-01-11 00:00:00+07:00,51.9,36.3,2665.0,0.0
2023-01-11 01:00:00+07:00,53.7,37.5,2760.0,0.0
2023-01-11 02:00:00+07:00,55.3,38.6,2729.0,0.0
2023-01-11 03:00:00+07:00,56.0,39.1,2633.0,0.0
2023-01-11 04:00:00+07:00,57.0,39.8,2552.0,0.0
2023-01-11 05:00:00+07:00,58.7,41.0,2631.0,0.0
2023-01-11 06:00:00+07:00,59.3,41.4,2765.0,0.0
2023-01-11 07:00:00+07:00,60.8,42.5,2531.0,0.0
2023-01-11 08:00:00+07:00,69.6,48.8,2352.0,0.0
2023-01-11 09:00:00+07:00,66.8,46.8,2094.0,0.0
2023-01-11 10:00:00+07:00,56.2,39.3,1706.0,0.0
2023-01-11 11:00:00+07:00,41.2,28.8,1372.0,0.0
2023-01-11 12:00:00+07:00,36.7,25.6,1004.0,0.0
2023-01-11 13:00:00+07:00,33.8,23.6,627.0,0.0
2023-01-11 14:00:00+07:00,31.1,21.7,495.0,0.0
2023-01-11 15:00:00+07:00,28.3,19.8,450.0,0.0
2023-01-11 16:00:00+07:00,26.8,18.7,482.0,0.0
2023-01-11 17:00:00+07:00,27.5,19.2,577.0,0.0
2023-01-11 18:00:00+07:00,32.6,22.7,733.0,0.0
2023-01-11 19:00:00+07:00,37.4,26.1,992.0,0.0
2023-01-11 20:00:00+07:00,39.0,27.2,1070.0,0.0
2023-01-11 21:00:00+07:00,40.2,28.1,1181.0,0.0
2023-01-11 22:00:00+07:00,43.0,30.0,1325.0,0.0
2023-01-11 23:00:00+07:00,45.2,31.5,1423.0,0.0
2023-01-12 00:00:00+07:00,45.9,32.0,1519.0,0.0
2023-01-12 01:00:00+07:00,45.1,31.5,1591.0,0.0
2023-01-12 02:00:00+07:00,43.7,30.5,1555.0,0.0
2023-01-12 03:00:00+07:00,43.0,30.0,1470.0,0.0
2023-01-12 04:00:00+07:00,43.2,30.2,1422.0,0.0
2023-01-12 05:00:00+07:00,43.9,30.6,1548.0,0.0
2023-01-12 06:00:00+07:00,44.9,31.4,1743.0,0.0
2023-01-12 07:00:00+07:00,51.3,36.0,1745.0,0.0
2023-01-12 08:00:00+07:00,61.9,43.3,1494.0,0.0
2023-01-12 09:00:00+07:00,52.0,36.3,1136.0,0.0
2023-01-12 10:00:00+07:00,34.0,23.7,721.0,0.0
2023-01-12 11:00:00+07:00,25.7,17.8,540.0,0.0
2023-01-12 12:00:00+07:00,21.0,14.6,416.0,0.0
2023-01-12 13:00:00+07:00,18.1,12.5,303.0,0.0
2023-01-12 14:00:00+07:00,15.8,10.9,236.0,0.0
2023-01-12 15:00:00+07:00,13.8,9.5,197.0,0.0
2023-01-12 16:00:00+07:00,12.2,8.4,238.0,0.0
2023-01-12 17:00:00+07:00,12.9,8.9,357.0,0.0
2023-01-12 18:00:00+07:00,20.4,14.2,540.0,0.0
2023-01-12 19:00:00+07:00,25.3,17.7,975.0,0.0
2023-01-12 20:00:00+07:00,28.9,20.2,1162.0,0.0
2023-01-12 21:00:00+07:00,31.7,22.1,1431.0,0.0
2023-01-12 22:00:00+07:00,35.2,24.6,1778.0,0.0
2023-01-12 23:00:00+07:00,38.4,26.8,1996.0,0.0
2023-01-13 00:00:00+07:00,40.3,28.2,2201.0,0.0
2023-01-13 01:00:00+07:00,42.0,29.3,2405.0,0.0
2023-01-13 02:00:00+07:00,43.3,30.3,2465.0,0.0
2023-01-13 03:00:00+07:00,44.1,30.9,2469.0,0.0
2023-01-13 04:00:00+07:00,44.7,31.3,2504.0,0.0
2023-01-13 05:00:00+07:00,45.9,32.1,2654.0,0.0
2023-01-13 06:00:00+07:00,48.0,33.5,2847.0,0.0
2023-01-13 07:00:00+07:00,55.8,39.0,2868.0,0.0
2023-01-13 08:00:00+07:00,67.3,47.0,2588.0,0.0
2023-01-13 09:00:00+07:00,66.8,46.7,2186.0,0.0
2023-01-13 10:00:00+07:00,49.7,34.7,1630.0,0.0
2023-01-13 11:00:00+07:00,28.8,20.0,1219.0,0.0
2023-01-13 12:00:00+07:00,21.1,14.7,796.0,0.0
2023-01-13 13:00:00+07:00,18.9,13.1,376.0,0.0
2023-01-13 14:00:00+07:00,17.3,12.0,233.0,0.0
2023-01-13 15:00:00+07:00,15.9,11.1,197.0,0.0
2023-01-13 16:00:00+07:00,14.9,10.3,262.0,0.0
2023-01-13 17:00:00+07:00,16.1,11.2,389.0,0.0
2023-01-13 18:00:00+07:00,23.6,16.5,590.0,0.0
2023-01-13 19:00:00+07:00,27.8,19.4,931.0,0.0
2023-01-13 20:00:00+07:00,31.7,22.2,1263.0,0.0
2023-01-13 21:00:00+07:00,36.8,25.7,1649.0,0.0
2023-01-13 22:00:00+07:00,41.6,29.1,2104.0,0.0
2023-01-13 23:00:00+07:00,44.8,31.3,2364.0,0.0
2023-01-14 00:00:00+07:00,45.9,32.1,2578.0,0.0
2023-01-14 01:00:00+07:00,46.0,32.1,2743.0,0.0
2023-01-14 02:00:00+07:00,45.3,31.7,2727.0,0.0
2023-01-14 03:00:00+07:00,43.8,30.6,2620.0,0.0
2023-01-14 04:00:00+07:00,41.1,28.8,2475.0,0.0
2023-01-14 05:00:00+07:00,39.1,27.4,2425.0,0.0
2023-01-14 06:00:00+07:00,38.3,26.8,2387.0,0.0
2023-01-14 07:00:00+07:00,39.2,27.5,2284.0,0.0
2023-01-14 08:00:00+07:00,44.2,31.0,2151.0,0.0
2023-01-14 09:00:00+07:00,49.9,34.9,1982.0,0.0
2023-01-14 10:00:00+07:00,47.5,33.2,1675.0,0.0
2023-01-14 11:00:00+07:00,39.2,27.3,1324.0,0.0
2023-01-14 12:00:00+07:00,29.4,20.5,904.0,0.0
2023-01-14 13:00:00+07:00,26.3,18.3,470.0,0.0
2023-01-14 14:00:00+07:00,24.2,16.8,320.0,0.0
2023-01-14 15:00:00+07:00,22.2,15.4,266.0,0.0
2023-01-14 16:00:00+07:00,20.3,14.1,327.0,0.0
2023-01-14 17:00:00+07:00,22.9,16.0,478.0,0.0
2023-01-14 18:00:00+07:00,31.5,22.1,717.0,0.0
2023-01-14 19:00:00+07:00,36.1,25.3,1115.0,0.0
2023-01-14 20:00:00+07:00,41.1,28.7,1494.0,0.0
2023-01-14 21:00:00+07:00,46.6,32.6,1933.0,0.0
2023-01-14 22:00:00+07:00,51.9,36.3,2426.0,0.0
2023-01-14 23:00:00+07:00,55.2,38.6,2665.0,0.0
2023-01-15 00:00:00+07:00,55.3,38.6,2833.0,0.0
2023-01-15 01:00:00+07:00,53.9,37.7,2958.0,0.0
2023-01-15 02:00:00+07:00,52.4,36.7,2950.0,0.0
2023-01-15 03:00:00+07:00,51.1,35.7,2870.0,0.0
2023-01-15 04:00:00+07:00,49.8,34.9,2793.0,0.0
2023-01-15 05:00:00+07:00,49.0,34.2,2844.0,0.0
2023-01-15 06:00:00+07:00,49.0,34.3,2933.0,0.0
2023-01-15 07:00:00+07:00,51.5,36.0,2939.0,0.0
2023-01-15 08:00:00+07:00,59.8,41.8,2793.0,0.0
2023-01-15 09:00:00+07:00,67.1,47.0,2562.0,0.0
2023-01-15 10:00:00+07:00,56.5,39.5,2144.0,0.0
2023-01-15 11:00:00+07:00,49.1,34.2,1692.0,0.0
2023-01-15 12:00:00+07:00,35.4,24.6,1153.0,1.0
2023-01-15 13:00:00+07:00,29.5,20.4,594.0,1.0
2023-01-15 14:00:00+07:00,26.7,18.5,412.0,1.0
2023-01-15 15:00:00+07:00,24.4,16.9,358.0,1.0
2023-01-15 16:00:00+07:00,23.1,16.0,398.0,1.0
2023-01-15 17:00:00+07:00,24.7,17.2,511.0,1.0
2023-01-15 18:00:00+07:00,30.2,21.0,700.0,0.0
2023-01-15 19:00:00+07:00,35.6,24.9,1364.0,0.0
2023-01-15 20:00:00+07:00,40.0,28.0,1574.0,0.0
2023-01-15 21:00:00+07:00,43.1,30.0,1874.0,0.0
2023-01-15 22:00:00+07:00,47.3,33.1,2220.0,0.0
2023-01-15 23:00:00+07:00,52.6,36.8,2380.0,0.0
2023-01-16 00:00:00+07:00,54.4,38.1,2494.0,0.0
2023-01-16 01:00:00+07:00,53.2,37.3,2558.0,0.0
2023-01-16 02:00:00+07:00,51.1,35.7,2502.0,0.0
2023-01-16 03:00:00+07:00,48.9,34.1,2379.0,0.0
2023-01-16 04:00:00+07:00,47.5,33.2,2254.0,0.0
2023-01-16 05:00:00+07:00,47.6,33.3,2271.0,0.0
2023-01-16 06:00:00+07:00,48.7,34.0,2331.0,0.0
2023-01-16 07:00:00+07:00,49.4,34.5,2246.0,0.0
2023-01-16 08:00:00+07:00,54.2,38.0,2147.0,0.0
2023-01-16 09:00:00+07:00,57.5,40.2,2001.0,0.0
2023-01-16 10:00:00+07:00,50.2,35.0,1718.0,0.0
2023-01-16 11:00:00+07:00,38.4,26.8,1377.0,0.0
2023-01-16 12:00:00+07:00,30.5,21.2,961.0,0.0
2023-01-16 13:00:00+07:00,26.1,18.2,538.0,0.0
2023-01-16 14:00:00+07:00,24.6,17.1,411.0,0.0
2023-01-16 15:00:00+07:00,23.5,16.4,386.0,0.0
2023-01-16 16:00:00+07:00,23.1,16.1,470.0,0.0
2023-01-16 17:00:00+07:00,24.4,17.0,638.0,0.0
2023-01-16 18:00:00+07:00,31.0,21.7,887.0,0.0
2023-01-16 19:00:00+07:00,34.7,24.2,1187.0,0.0
2023-01-16 20:00:00+07:00,38.4,26.8,1346.0,0.0
2023-01-16 21:00:00+07:00,40.9,28.5,1571.0,0.0
2023-01-16 22:00:00+07:00,43.1,30.0,1796.0,0.0
2023-01-16 23:00:00+07:00,43.2,30.2,1825.0,0.0
2023-01-17 00:00:00+07:00,41.7,29.1,1788.0,0.0
2023-01-17 01:00:00+07:00,40.2,28.1,1742.0,0.0
2023-01-17 02:00:00+07:00,39.3,27.5,1736.0,0.0
2023-01-17 03:00:00+07:00,38.6,27.0,1737.0,0.0
2023-01-17 04:00:00+07:00,38.2,26.7,1785.0,0.0
2023-01-17 05:00:00+07:00,38.6,27.0,1919.0,0.0
2023-01-17 06:00:00+07:00,40.2,28.1,2099.0,0.0
2023-01-17 07:00:00+07:00,45.9,32.1,1993.0,0.0
2023-01-17 08:00:00+07:00,55.1,38.5,1851.0,0.0
2023-01-17 09:00:00+07:00,57.9,40.5,1646.0,0.0
2023-01-17 10:00:00+07:00,46.6,32.5,1332.0,0.0
2023-01-17 11:00:00+07:00,33.6,23.4,1052.0,0.0
2023-01-17 12:00:00+07:00,28.5,19.8,741.0,0.0
2023-01-17 13:00:00+07:00,27.0,18.7,426.0,0.0
2023-01-17 14:00:00+07:00,24.7,17.2,321.0,0.0
2023-01-17 15:00:00+07:00,23.9,16.6,292.0,0.0
2023-01-17 16:00:00+07:00,23.5,16.3,337.0,0.0
2023-01-17 17:00:00+07:00,25.4,17.7,434.0,0.0
2023-01-17 18:00:00+07:00,27.9,19.4,586.0,0.0
2023-01-17 19:00:00+07:00,40.5,28.2,787.0,0.0
2023-01-17 20:00:00+07:00,42.1,29.5,843.0,0.0
2023-01-17 21:00:00+07:00,42.3,29.5,924.0,0.0
2023-01-17 22:00:00+07:00,43.2,30.2,1034.0,0.0
2023-01-17 23:00:00+07:00,44.4,31.0,1108.0,0.0
2023-01-18 00:00:00+07:00,44.4,31.0,1182.0,0.0
2023-01-18 01:00:00+07:00,44.1,30.9,1265.0,0.0
2023-01-18 02:00:00+07:00,44.5,31.1,1303.0,0.0
2023-01-18 03:00:00+07:00,44.2,30.9,1328.0,0.0
2023-01-18 04:00:00+07:00,44.7,31.2,1375.0,0.0
2023-01-18 05:00:00+07:00,45.2,31.5,1470.0,0.0
2023-01-18 06:00:00+07:00,46.1,32.1,1587.0,0.0
